id,product_id,color,color_hex,size,sku,stock_qty,created_at
v_290,prod_lgc_pull,Maroon,,36,LGC-MAR-36,0,2026-05-08 12:00:00
v_291,prod_lgc_pull,Maroon,,38,LGC-MAR-38,0,2026-05-08 12:00:00
v_292,prod_baraka_pull,Standard,,32,BAR-STD-32,0,2026-05-08 12:00:00
v_293,prod_baraka_pull,Standard,,34,BAR-STD-34,0,2026-05-08 12:00:00
v_294,prod_baraka_pull,Standard,,36,BAR-STD-36,0,2026-05-08 12:00:00
v_295,prod_baraka_pull,Standard,,38,BAR-STD-38,0,2026-05-08 12:00:00
v_296,prod_baraka_pull,Standard,,40,BAR-STD-40,0,2026-05-08 12:00:00
v_297,prod_sacred_pull,Standard,,32,SAC-STD-32,0,2026-05-08 12:00:00
v_298,prod_sacred_pull,Standard,,34,SAC-STD-34,0,2026-05-08 12:00:00
v_299,prod_sacred_pull,Standard,,36,SAC-STD-36,0,2026-05-08 12:00:00
v_300,prod_sacred_pull,Standard,,38,SAC-STD-38,0,2026-05-08 12:00:00
v_301,prod_sacred_pull,Standard,,40,SAC-STD-40,0,2026-05-08 12:00:00
v_302,prod_township_pull,Standard,,32,TWN-STD-32,0,2026-05-08 12:00:00
v_303,prod_township_pull,Standard,,34,TWN-STD-34,0,2026-05-08 12:00:00
v_304,prod_township_pull,Standard,,36,TWN-STD-36,0,2026-05-08 12:00:00
v_305,prod_township_pull,Standard,,38,TWN-STD-38,0,2026-05-08 12:00:00
v_306,prod_township_pull,Standard,,40,TWN-STD-40,0,2026-05-08 12:00:00
v_307,prod_kimasian_pull,Standard,,32,KIM-STD-32,0,2026-05-08 12:00:00
v_308,prod_kimasian_pull,Standard,,34,KIM-STD-34,0,2026-05-08 12:00:00
v_309,prod_kimasian_pull,Standard,,36,KIM-STD-36,0,2026-05-08 12:00:00
v_310,prod_kimasian_pull,Standard,,38,KIM-STD-38,0,2026-05-08 12:00:00
v_311,prod_kimasian_pull,Standard,,40,KIM-STD-40,0,2026-05-08 12:00:00
v_312,prod_lelu_pull,Standard,,32,LEL-STD-32,0,2026-05-08 12:00:00
v_313,prod_lelu_pull,Standard,,34,LEL-STD-34,0,2026-05-08 12:00:00
v_314,prod_lelu_pull,Standard,,36,LEL-STD-36,0,2026-05-08 12:00:00
v_315,prod_lelu_pull,Standard,,38,LEL-STD-38,0,2026-05-08 12:00:00
v_316,prod_lelu_pull,Standard,,40,LEL-STD-40,0,2026-05-08 12:00:00
